record_type,record_number,year,position_in_draw,result,result_code,tournament_stage,player,country,participation,matches_played,matches_won,matches_lost,frames_played,frames_won,frames_lost,match_win_pct,frame_win_pct
tournament,746,2002,10,First Round,1R,1,Shaun Murphy,ENG,1,1,0,1,14,4,10,0,28.57142857
tournament,747,2002,11,First Round,1R,1,Alan McManus,SCO,12,1,0,1,17,7,10,0,41.17647059
tournament,748,2002,12,Last 16,L16,2,Anthony Davies,WAL,3,2,1,1,33,13,20,50,39.39393939
tournament,749,2002,13,Last 16,L16,2,Mark King,ENG,6,2,1,1,40,22,18,50,55
tournament,750,2002,14,First Round,1R,1,David Gray,ENG,3,1,0,1,15,5,10,0,33.33333333
tournament,751,2002,15,Quarter-Finals,QF,3,Ken Doherty,IRL,10,3,2,1,68,35,33,66.66666667,51.47058824
tournament,752,2002,16,First Round,1R,1,Stuart Bingham,ENG,2,1,0,1,18,8,10,0,44.44444444
tournament,753,2002,17,Quarter-Finals,QF,3,John Higgins,SCO,8,3,2,1,46,30,16,66.66666667,65.2173913
tournament,754,2002,18,First Round,1R,1,James Wattana,THA,10,1,0,1,11,1,10,0,9.090909091
tournament,755,2002,19,Last 16,L16,2,Graeme Dott,SCO,4,2,1,1,31,12,19,50,38.70967742
tournament,756,2002,20,First Round,1R,1,Robin Hull,FIN,1,1,0,1,16,6,10,0,37.5
tournament,757,2002,21,Last 16,L16,2,Jimmy White,ENG,21,2,1,1,28,13,15,50,46.42857143
tournament,758,2002,22,First Round,1R,1,Dominic Dale,WAL,4,1,0,1,12,2,10,0,16.66666667
tournament,759,2002,23,Semi-Finals,SF,4,Matthew Stevens,WAL,5,4,3,1,85,52,33,75,61.17647059
tournament,760,2002,24,First Round,1R,1,Mike Dunn,ENG,1,1,0,1,16,6,10,0,37.5
tournament,761,2002,25,Winner,W,6,Peter Ebdon,ENG,11,5,5,0,121,71,50,100,58.67768595
tournament,762,2002,26,First Round,1R,1,Michael Judge,IRL,2,1,0,1,14,4,10,0,28.57142857
tournament,763,2002,27,First Round,1R,1,Joe Swail,NIR,6,1,0,1,16,6,10,0,37.5
tournament,764,2002,28,Last 16,L16,2,Joe Perry,ENG,2,2,1,1,36,17,19,50,47.22222222
tournament,765,2002,29,First Round,1R,1,Dave Harold,ENG,8,1,0,1,16,6,10,0,37.5
tournament,766,2002,30,Quarter-Finals,QF,3,Anthony Hamilton,ENG,7,3,2,1,57,29,28,66.66666667,50.87719298
tournament,767,2002,31,Last 16,L16,2,Mark Williams,WAL,6,2,1,1,39,19,20,50,48.71794872
tournament,768,2002,32,First Round,1R,1,John Parrott,ENG,19,1,0,1,17,7,10,0,41.17647059
tournament,769,2003,1,Quarter-Finals,QF,3,Peter Ebdon,ENG,12,3,2,1,56,35,21,66.66666667,62.5
tournament,770,2003,2,First Round,1R,1,Gerard Greene,NIR,2,1,0,1,13,3,10,0,23.07692308
tournament,771,2003,3,First Round,1R,1,Joe Swail,NIR,7,1,0,1,18,8,10,0,44.44444444
tournament,772,2003,4,Last 16,L16,2,Tony Drago,MLT,12,2,1,1,36,15,21,50,41.66666667
tournament,773,2003,5,Semi-Finals,SF,4,Paul Hunter,ENG,5,4,3,1,92,52,40,75,56.52173913
tournament,774,2003,6,First Round,1R,1,Ali Carter,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,775,2003,7,Last 16,L16,2,Matthew Stevens,WAL,6,2,1,1,32,16,16,50,50
tournament,776,2003,8,First Round,1R,1,Chris Small,SCO,6,1,0,1,13,3,10,0,23.07692308
tournament,777,2003,9,Runner-Up,TF,5,Ken Doherty,IRL,11,5,4,1,132,69,63,80,52.27272727
tournament,778,2003,10,First Round,1R,1,Shaun Murphy,ENG,2,1,0,1,19,9,10,0,47.36842105
tournament,779,2003,11,Last 16,L16,2,Graeme Dott,SCO,5,2,1,1,39,22,17,50,56.41025641
tournament,780,2003,12,First Round,1R,1,Robert Milkins,ENG,2,1,0,1,14,4,10,0,28.57142857
tournament,781,2003,13,First Round,1R,1,Joe Perry,ENG,3,1,0,1,14,4,10,0,28.57142857
tournament,782,2003,14,Last 16,L16,2,Sean Storey,ENG,2,2,1,1,34,17,17,50,50
tournament,783,2003,15,Quarter-Finals,QF,3,John Higgins,SCO,9,3,2,1,58,31,27,66.66666667,53.44827586
tournament,784,2003,16,First Round,1R,1,Ian McCulloch,ENG,2,1,0,1,17,7,10,0,41.17647059
tournament,785,2003,17,Winner,W,6,Mark Williams,WAL,7,5,5,0,106,71,35,100,66.98113208
tournament,786,2003,18,First Round,1R,1,Stuart Pettman,ENG,1,1,0,1,12,2,10,0,16.66666667
tournament,787,2003,19,Last 16,L16,2,Quinten Hann,AUS,4,2,1,1,30,12,18,50,40
tournament,788,2003,20,First Round,1R,1,John Parrott,ENG,20,1,0,1,15,5,10,0,33.33333333
tournament,789,2003,21,First Round,1R,1,Mark King,ENG,7,1,0,1,15,5,10,0,33.33333333
tournament,790,2003,22,Last 16,L16,2,Drew Henry,SCO,5,2,1,1,38,20,18,50,52.63157895
tournament,791,2003,23,Quarter-Finals,QF,3,Stephen Hendry,SCO,18,3,2,1,60,30,30,66.66666667,50
tournament,792,2003,24,First Round,1R,1,Gary Wilkinson,ENG,10,1,0,1,17,7,10,0,41.17647059
tournament,793,2003,25,Semi-Finals,SF,4,Stephen Lee,ENG,8,4,3,1,85,44,41,75,51.76470588
tournament,794,2003,26,First Round,1R,1,Steve Davis,ENG,23,1,0,1,16,6,10,0,37.5
tournament,795,2003,27,Last 16,L16,2,Jimmy White,ENG,22,2,1,1,40,21,19,50,52.5
tournament,796,2003,28,First Round,1R,1,James Wattana,THA,11,1,0,1,16,6,10,0,37.5
tournament,797,2003,29,Last 16,L16,2,Alan McManus,SCO,13,2,1,1,37,17,20,50,45.94594595
tournament,798,2003,30,First Round,1R,1,Nigel Bond,ENG,11,1,0,1,17,7,10,0,41.17647059
tournament,799,2003,31,First Round,1R,1,Ronnie O'Sullivan,ENG,11,1,0,1,16,6,10,0,37.5
tournament,800,2003,32,Quarter-Finals,QF,3,Marco Fu,HKG,4,3,2,1,56,30,26,66.66666667,53.57142857
tournament,801,2004,1,Last 16,L16,2,Mark Williams,WAL,8,2,1,1,41,21,20,50,51.2195122
tournament,802,2004,2,First Round,1R,1,Dominic Dale,WAL,5,1,0,1,17,7,10,0,41.17647059
tournament,803,2004,3,Quarter-Finals,QF,3,Joe Perry,ENG,4,3,2,1,64,33,31,66.66666667,51.5625
tournament,804,2004,4,First Round,1R,1,Robert Milkins,ENG,3,1,0,1,17,7,10,0,41.17647059
tournament,805,2004,5,Semi-Finals,SF,4,Matthew Stevens,WAL,7,4,3,1,97,51,46,75,52.57731959
tournament,806,2004,6,First Round,1R,1,James Wattana,THA,12,1,0,1,17,7,10,0,41.17647059
tournament,807,2004,7,Last 16,L16,2,Paul Hunter,ENG,6,2,1,1,42,22,20,50,52.38095238
tournament,808,2004,8,First Round,1R,1,John Parrott,ENG,21,1,0,1,17,7,10,0,41.17647059
tournament,809,2004,9,First Round,1R,1,Stephen Lee,ENG,9,1,0,1,17,7,10,0,41.17647059
tournament,810,2004,10,Last 16,L16,2,Lee Walker,WAL,3,2,1,1,35,15,20,50,42.85714286
tournament,811,2004,11,Quarter-Finals,QF,3,David Gray,ENG,4,3,2,1,55,30,25,66.66666667,54.54545455
tournament,812,2004,12,First Round,1R,1,Ali Carter,ENG,2,1,0,1,17,7,10,0,41.17647059
tournament,813,2004,13,Runner-Up,TF,5,Graeme Dott,SCO,6,5,4,1,120,61,59,80,50.83333333
tournament,814,2004,14,First Round,1R,1,Mark King,ENG,8,1,0,1,19,9,10,0,47.36842105
tournament,815,2004,15,Last 16,L16,2,John Higgins,SCO,10,2,1,1,42,20,22,50,47.61904762
tournament,816,2004,16,First Round,1R,1,Ryan Day,WAL,1,1,0,1,19,9,10,0,47.36842105
tournament,817,2004,17,Winner,W,6,Ronnie O'Sullivan,ENG,12,5,5,0,103,71,32,100,68.93203883
tournament,818,2004,18,First Round,1R,1,Stephen Maguire,SCO,1,1,0,1,16,6,10,0,37.5
tournament,819,2004,19,First Round,1R,1,Quinten Hann,AUS,5,1,0,1,14,4,10,0,28.57142857
tournament,820,2004,20,Last 16,L16,2,Andy Hicks,ENG,5,2,1,1,38,21,17,50,55.26315789
tournament,821,2004,21,First Round,1R,1,Steve Davis,ENG,24,1,0,1,17,7,10,0,41.17647059
tournament,822,2004,22,Quarter-Finals,QF,3,Anthony Hamilton,ENG,8,3,2,1,57,26,31,66.66666667,45.61403509
tournament,823,2004,23,First Round,1R,1,Ken Doherty,IRL,12,1,0,1,15,5,10,0,33.33333333
tournament,824,2004,24,Last 16,L16,2,Joe Swail,NIR,8,2,1,1,39,21,18,50,53.84615385
tournament,825,2004,25,First Round,1R,1,Peter Ebdon,ENG,13,1,0,1,18,8,10,0,44.44444444
tournament,826,2004,26,Quarter-Finals,QF,3,Ian McCulloch,ENG,3,3,2,1,53,26,27,66.66666667,49.05660377
tournament,827,2004,27,Last 16,L16,2,Alan McManus,SCO,14,2,1,1,30,16,14,50,53.33333333
tournament,828,2004,28,First Round,1R,1,Chris Small,SCO,7,1,0,1,11,1,10,0,9.090909091
tournament,829,2004,29,First Round,1R,1,Jimmy White,ENG,23,1,0,1,18,8,10,0,44.44444444
tournament,830,2004,30,Last 16,L16,2,Barry Pinches,ENG,2,2,1,1,43,22,21,50,51.1627907
tournament,831,2004,31,Semi-Finals,SF,4,Stephen Hendry,SCO,19,4,3,1,74,40,34,75,54.05405405
tournament,832,2004,32,First Round,1R,1,Stuart Pettman,ENG,2,1,0,1,12,2,10,0,16.66666667
tournament,833,2005,1,Quarter-Finals,QF,3,Ronnie O'Sullivan,ENG,13,3,2,1,63,34,29,66.66666667,53.96825397
tournament,834,2005,2,First Round,1R,1,Stephen Maguire,SCO,2,1,0,1,19,9,10,0,47.36842105
tournament,835,2005,3,First Round,1R,1,Marco Fu,HKG,5,1,0,1,14,4,10,0,28.57142857
tournament,836,2005,4,Last 16,L16,2,Ali Carter,ENG,3,2,1,1,34,17,17,50,50
tournament,837,2005,5,Last 16,L16,2,Stephen Lee,ENG,10,2,1,1,37,19,18,50,51.35135135
tournament,838,2005,6,First Round,1R,1,Tony Drago,MLT,13,1,0,1,15,5,10,0,33.33333333
tournament,839,2005,7,Semi-Finals,SF,4,Peter Ebdon,ENG,14,4,3,1,87,48,39,75,55.17241379
tournament,840,2005,8,First Round,1R,1,Quinten Hann,AUS,6,1,0,1,12,2,10,0,16.66666667
tournament,841,2005,9,Last 16,L16,2,John Higgins,SCO,11,2,1,1,36,18,18,50,50
tournament,842,2005,10,First Round,1R,1,Mark Selby,ENG,1,1,0,1,15,5,10,0,33.33333333
tournament,843,2005,11,First Round,1R,1,Chris Small,SCO,8,1,0,1,15,5,10,0,33.33333333
tournament,844,2005,12,Winner,W,6,Shaun Murphy,ENG,3,5,5,0,116,71,45,100,61.20689655
tournament,845,2005,13,Quarter-Finals,QF,3,Steve Davis,ENG,25,3,2,1,59,27,32,66.66666667,45.76271186
tournament,846,2005,14,First Round,1R,1,Gerard Greene,NIR,3,1,0,1,19,9,10,0,47.36842105
tournament,847,2005,15,First Round,1R,1,Paul Hunter,ENG,7,1,0,1,18,8,10,0,44.44444444
tournament,848,2005,16,Last 16,L16,2,Michael Holt,ENG,1,2,1,1,41,20,21,50,48.7804878
tournament,849,2005,17,Quarter-Finals,QF,3,Stephen Hendry,SCO,20,3,2,1,57,34,23,66.66666667,59.64912281
tournament,850,2005,18,First Round,1R,1,Neil Robertson,AUS,1,1,0,1,17,7,10,0,41.17647059
tournament,851,2005,19,First Round,1R,1,David Gray,ENG,5,1,0,1,18,8,10,0,44.44444444
tournament,852,2005,20,Last 16,L16,2,Anthony Hamilton,ENG,9,2,1,1,34,13,21,50,38.23529412
tournament,853,2005,21,Last 16,L16,2,Jimmy White,ENG,24,2,1,1,33,15,18,50,45.45454545
tournament,854,2005,22,First Round,1R,1,Fergal O'Brien,IRL,7,1,0,1,15,5,10,0,33.33333333
tournament,855,2005,23,Runner-Up,TF,5,Matthew Stevens,WAL,8,5,4,1,122,69,53,80,56.55737705
tournament,856,2005,24,First Round,1R,1,Andy Hicks,ENG,6,1,0,1,15,5,10,0,33.33333333
tournament,857,2005,25,Last 16,L16,2,Ken Doherty,IRL,13,2,1,1,39,21,18,50,53.84615385
tournament,858,2005,26,First Round,1R,1,Barry Pinches,ENG,3,1,0,1,15,5,10,0,33.33333333
tournament,859,2005,27,Quarter-Finals,QF,3,Alan McManus,SCO,15,3,2,1,64,31,33,66.66666667,48.4375
tournament,860,2005,28,First Round,1R,1,Drew Henry,SCO,6,1,0,1,19,9,10,0,47.36842105
tournament,861,2005,29,First Round,1R,1,Graeme Dott,SCO,7,1,0,1,19,9,10,0,47.36842105
tournament,862,2005,30,Semi-Finals,SF,4,Ian McCulloch,ENG,4,4,3,1,96,50,46,75,52.08333333
tournament,863,2005,31,Last 16,L16,2,Mark Williams,WAL,9,2,1,1,36,22,14,50,61.11111111
tournament,864,2005,32,First Round,1R,1,Robert Milkins,ENG,4,1,0,1,11,1,10,0,9.090909091
tournament,865,2006,1,Quarter-Finals,QF,3,Shaun Murphy,ENG,4,3,2,1,54,30,24,66.66666667,55.55555556
tournament,866,2006,2,First Round,1R,1,James Wattana,THA,13,1,0,1,14,4,10,0,28.57142857
tournament,867,2006,3,Last 16,L16,2,Steve Davis,ENG,26,2,1,1,34,17,17,50,50
tournament,868,2006,4,First Round,1R,1,Andy Hicks,ENG,7,1,0,1,14,4,10,0,28.57142857
tournament,869,2006,5,First Round,1R,1,Jimmy White,ENG,25,1,0,1,15,5,10,0,33.33333333
tournament,870,2006,6,Last 16,L16,2,David Gray,ENG,6,2,1,1,30,12,18,50,40
tournament,871,2006,7,Runner-Up,TF,5,Peter Ebdon,ENG,15,5,4,1,118,67,51,80,56.77966102
tournament,872,2006,8,First Round,1R,1,Michael Holt,ENG,2,1,0,1,18,8,10,0,44.44444444
tournament,873,2006,9,Last 16,L16,2,Matthew Stevens,WAL,9,2,1,1,36,18,18,50,50
tournament,874,2006,10,First Round,1R,1,Joe Swail,NIR,9,1,0,1,15,5,10,0,33.33333333
tournament,875,2006,11,Quarter-Finals,QF,3,Ken Doherty,IRL,14,3,2,1,55,33,22,66.66666667,60
tournament,876,2006,12,First Round,1R,1,Barry Hawkins,ENG,1,1,0,1,11,1,10,0,9.090909091
tournament,877,2006,13,First Round,1R,1,Alan McManus,SCO,16,1,0,1,13,3,10,0,23.07692308
tournament,878,2006,14,Semi-Finals,SF,4,Marco Fu,HKG,6,4,3,1,86,52,34,75,60.46511628
tournament,879,2006,15,Last 16,L16,2,Stephen Maguire,SCO,3,2,1,1,33,14,19,50,42.42424242
tournament,880,2006,16,First Round,1R,1,Mark King,ENG,9,1,0,1,16,6,10,0,37.5
tournament,881,2006,17,First Round,1R,1,Stephen Hendry,SCO,21,1,0,1,19,9,10,0,47.36842105
tournament,882,2006,18,Last 16,L16,2,Nigel Bond,ENG,12,2,1,1,41,19,22,50,46.34146341
tournament,883,2006,19,Winner,W,6,Graeme Dott,SCO,8,5,5,0,120,71,49,100,59.16666667
tournament,884,2006,20,First Round,1R,1,John Parrott,ENG,22,1,0,1,13,3,10,0,23.07692308
tournament,885,2006,21,Last 16,L16,2,Stephen Lee,ENG,11,2,1,1,40,19,21,50,47.5
tournament,886,2006,22,First Round,1R,1,Ali Carter,ENG,4,1,0,1,18,8,10,0,44.44444444
tournament,887,2006,23,First Round,1R,1,Paul Hunter,ENG,8,1,0,1,15,5,10,0,33.33333333
tournament,888,2006,24,Quarter-Finals,QF,3,Neil Robertson,AUS,2,3,2,1,62,35,27,66.66666667,56.4516129
tournament,889,2006,25,First Round,1R,1,John Higgins,SCO,12,1,0,1,14,4,10,0,28.57142857
tournament,890,2006,26,Last 16,L16,2,Mark Selby,ENG,2,2,1,1,35,18,17,50,51.42857143
tournament,891,2006,27,Quarter-Finals,QF,3,Mark Williams,WAL,10,3,2,1,56,34,22,66.66666667,60.71428571
tournament,892,2006,28,First Round,1R,1,Anthony Hamilton,ENG,10,1,0,1,11,1,10,0,9.090909091
tournament,893,2006,29,First Round,1R,1,Joe Perry,ENG,5,1,0,1,13,3,10,0,23.07692308
tournament,894,2006,30,Last 16,L16,2,Ryan Day,WAL,2,2,1,1,36,20,16,50,55.55555556
tournament,895,2006,31,Semi-Finals,SF,4,Ronnie O'Sullivan,ENG,14,4,3,1,89,47,42,75,52.80898876
tournament,896,2006,32,First Round,1R,1,Dave Harold,ENG,9,1,0,1,14,4,10,0,28.57142857
tournament,897,2007,1,First Round,1R,1,Graeme Dott,SCO,9,1,0,1,17,7,10,0,41.17647059
tournament,898,2007,2,Last 16,L16,2,Ian McCulloch,ENG,5,2,1,1,38,18,20,50,47.36842105
tournament,899,2007,3,Quarter-Finals,QF,3,Anthony Hamilton,ENG,11,3,2,1,54,30,24,66.66666667,55.55555556
tournament,900,2007,4,First Round,1R,1,Marco Fu,HKG,7,1,0,1,13,3,10,0,23.07692308
tournament,901,2007,5,Semi-Finals,SF,4,Stephen Maguire,SCO,4,4,3,1,86,51,35,75,59.30232558
tournament,902,2007,6,First Round,1R,1,Joe Perry,ENG,6,1,0,1,13,3,10,0,23.07692308
tournament,903,2007,7,First Round,1R,1,Mark Williams,WAL,11,1,0,1,19,9,10,0,47.36842105
tournament,904,2007,8,Last 16,L16,2,Joe Swail,NIR,10,2,1,1,40,18,22,50,45
tournament,905,2007,9,Winner,W,6,John Higgins,SCO,13,5,5,0,116,71,45,100,61.20689655
tournament,906,2007,10,First Round,1R,1,Michael Holt,ENG,3,1,0,1,14,4,10,0,28.57142857
tournament,907,2007,11,First Round,1R,1,Barry Hawkins,ENG,2,1,0,1,19,9,10,0,47.36842105
tournament,908,2007,12,Last 16,L16,2,Fergal O'Brien,IRL,8,2,1,1,36,14,22,50,38.88888889
tournament,909,2007,13,Last 16,L16,2,Neil Robertson,AUS,3,2,1,1,38,20,18,50,52.63157895
tournament,910,2007,14,First Round,1R,1,Ryan Day,WAL,3,1,0,1,15,5,10,0,33.33333333
tournament,911,2007,15,Quarter-Finals,QF,3,Ronnie O'Sullivan,ENG,15,3,2,1,57,32,25,66.66666667,56.14035088
tournament,912,2007,16,First Round,1R,1,Ding Junhui,CHN,1,1,0,1,12,2,10,0,16.66666667
tournament,913,2007,17,First Round,1R,1,Ken Doherty,IRL,15,1,0,1,17,7,10,0,41.17647059
tournament,914,2007,18,Last 16,L16,2,Mark Allen,NIR,1,2,1,1,39,19,20,50,48.71794872
tournament,915,2007,19,Quarter-Finals,QF,3,Matthew Stevens,WAL,10,3,2,1,59,35,24,66.66666667,59.3220339
tournament,916,2007,20,First Round,1R,1,Joe Delaney,IRL,1,1,0,1,12,2,10,0,16.66666667
tournament,917,2007,21,First Round,1R,1,Steve Davis,ENG,27,1,0,1,19,9,10,0,47.36842105
tournament,918,2007,22,Last 16,L16,2,John Parrott,ENG,23,2,1,1,40,18,22,50,45
tournament,919,2007,23,Semi-Finals,SF,4,Shaun Murphy,ENG,5,4,3,1,95,52,43,75,54.73684211
tournament,920,2007,24,First Round,1R,1,Judd Trump,ENG,1,1,0,1,16,6,10,0,37.5
tournament,921,2007,25,Last 16,L16,2,Peter Ebdon,ENG,16,2,1,1,38,18,20,50,47.36842105
tournament,922,2007,26,First Round,1R,1,Nigel Bond,ENG,13,1,0,1,17,7,10,0,41.17647059
tournament,923,2007,27,First Round,1R,1,Stephen Lee,ENG,12,1,0,1,17,7,10,0,41.17647059
tournament,924,2007,28,Runner-Up,TF,5,Mark Selby,ENG,3,5,4,1,127,66,61,80,51.96850394
tournament,925,2007,29,Quarter-Finals,QF,3,Ali Carter,ENG,5,3,2,1,58,35,23,66.66666667,60.34482759
tournament,926,2007,30,First Round,1R,1,Andy Hicks,ENG,8,1,0,1,14,4,10,0,28.57142857
tournament,927,2007,31,Last 16,L16,2,Stephen Hendry,SCO,22,2,1,1,36,16,20,50,44.44444444
tournament,928,2007,32,First Round,1R,1,David Gilbert,ENG,1,1,0,1,17,7,10,0,41.17647059
tournament,929,2008,1,Last 16,L16,2,John Higgins,SCO,14,2,1,1,37,19,18,50,51.35135135
tournament,930,2008,2,First Round,1R,1,Matthew Stevens,WAL,11,1,0,1,15,5,10,0,33.33333333
tournament,931,2008,3,Quarter-Finals,QF,3,Ryan Day,WAL,4,3,2,1,58,30,28,66.66666667,51.72413793
tournament,932,2008,4,First Round,1R,1,Michael Judge,IRL,3,1,0,1,16,6,10,0,37.5
tournament,933,2008,5,Last 16,L16,2,Ding Junhui,CHN,2,2,1,1,39,17,22,50,43.58974359
tournament,934,2008,6,First Round,1R,1,Marco Fu,HKG,8,1,0,1,19,9,10,0,47.36842105
tournament,935,2008,7,Semi-Finals,SF,4,Stephen Hendry,SCO,23,4,3,1,82,42,40,75,51.2195122
tournament,936,2008,8,First Round,1R,1,Mark Allen,NIR,2,1,0,1,19,9,10,0,47.36842105
tournament,937,2008,9,Winner,W,6,Ronnie O'Sullivan,ENG,16,5,5,0,104,71,33,100,68.26923077
tournament,938,2008,10,First Round,1R,1,Liu Chang,CHN,1,1,0,1,15,5,10,0,33.33333333
tournament,939,2008,11,Last 16,L16,2,Mark Williams,WAL,12,2,1,1,33,17,16,50,51.51515152
tournament,940,2008,12,First Round,1R,1,Mark Davis,ENG,5,1,0,1,13,3,10,0,23.07692308
tournament,941,2008,13,First Round,1R,1,Stephen Lee,ENG,13,1,0,1,14,4,10,0,28.57142857
tournament,942,2008,14,Last 16,L16,2,Joe Swail,NIR,11,2,1,1,39,22,17,50,56.41025641
tournament,943,2008,15,First Round,1R,1,Ken Doherty,IRL,16,1,0,1,15,5,10,0,33.33333333
tournament,944,2008,16,Quarter-Finals,QF,3,Liang Wenbo,CHN,1,3,2,1,60,30,30,66.66666667,50
tournament,945,2008,17,Last 16,L16,2,Shaun Murphy,ENG,6,2,1,1,30,14,16,50,46.66666667
tournament,946,2008,18,First Round,1R,1,Dave Harold,ENG,10,1,0,1,13,3,10,0,23.07692308
tournament,947,2008,19,Runner-Up,TF,5,Ali Carter,ENG,6,5,4,1,116,61,55,80,52.5862069
tournament,948,2008,20,First Round,1R,1,Barry Hawkins,ENG,3,1,0,1,19,9,10,0,47.36842105
tournament,949,2008,21,First Round,1R,1,Mark Selby,ENG,4,1,0,1,18,8,10,0,44.44444444
tournament,950,2008,22,Last 16,L16,2,Mark King,ENG,10,2,1,1,40,19,21,50,47.5
tournament,951,2008,23,Quarter-Finals,QF,3,Peter Ebdon,ENG,17,3,2,1,63,32,31,66.66666667,50.79365079
tournament,952,2008,24,First Round,1R,1,Jamie Cope,ENG,1,1,0,1,19,9,10,0,47.36842105
tournament,953,2008,25,Last 16,L16,2,Neil Robertson,AUS,4,2,1,1,34,17,17,50,50
tournament,954,2008,26,First Round,1R,1,Nigel Bond,ENG,14,1,0,1,14,4,10,0,28.57142857
tournament,955,2008,27,Quarter-Finals,QF,3,Stephen Maguire,SCO,5,3,2,1,58,35,23,66.66666667,60.34482759
tournament,956,2008,28,First Round,1R,1,Anthony Hamilton,ENG,12,1,0,1,13,3,10,0,23.07692308
tournament,957,2008,29,First Round,1R,1,Steve Davis,ENG,28,1,0,1,18,8,10,0,44.44444444
tournament,958,2008,30,Last 16,L16,2,Stuart Bingham,ENG,3,2,1,1,40,19,21,50,47.5
tournament,959,2008,31,First Round,1R,1,Graeme Dott,SCO,10,1,0,1,17,7,10,0,41.17647059
tournament,960,2008,32,Semi-Finals,SF,4,Joe Perry,ENG,7,4,3,1,96,51,45,75,53.125
tournament,961,2009,1,Last 16,L16,2,Ronnie O'Sullivan,ENG,17,2,1,1,39,21,18,50,53.84615385
tournament,962,2009,2,First Round,1R,1,Stuart Bingham,ENG,4,1,0,1,15,5,10,0,33.33333333
tournament,963,2009,3,Semi-Finals,SF,4,Mark Allen,NIR,3,4,3,1,94,49,45,75,52.12765957
tournament,964,2009,4,First Round,1R,1,Martin Gould,ENG,1,1,0,1,16,6,10,0,37.5
tournament,965,2009,5,First Round,1R,1,Peter Ebdon,ENG,18,1,0,1,15,5,10,0,33.33333333
tournament,966,2009,6,Last 16,L16,2,Nigel Bond,ENG,15,2,1,1,33,15,18,50,45.45454545
tournament,967,2009,7,Quarter-Finals,QF,3,Ryan Day,WAL,5,3,2,1,56,34,22,66.66666667,60.71428571
tournament,968,2009,8,First Round,1R,1,Stephen Lee,ENG,14,1,0,1,14,4,10,0,28.57142857
tournament,969,2009,9,Winner,W,6,John Higgins,SCO,15,5,5,0,122,71,51,100,58.19672131
tournament,970,2009,10,First Round,1R,1,Michael Holt,ENG,4,1,0,1,15,5,10,0,33.33333333
tournament,971,2009,11,First Round,1R,1,Joe Perry,ENG,8,1,0,1,16,6,10,0,37.5
tournament,972,2009,12,Last 16,L16,2,Jamie Cope,ENG,2,2,1,1,41,22,19,50,53.65853659
tournament,973,2009,13,Last 16,L16,2,Graeme Dott,SCO,11,2,1,1,41,20,21,50,48.7804878
tournament,974,2009,14,First Round,1R,1,Barry Hawkins,ENG,4,1,0,1,18,8,10,0,44.44444444
tournament,975,2009,15,Quarter-Finals,QF,3,Mark Selby,ENG,5,3,2,1,64,35,29,66.66666667,54.6875
tournament,976,2009,16,First Round,1R,1,Ricky Walden,ENG,1,1,0,1,16,6,10,0,37.5
tournament,977,2009,17,Runner-Up,TF,5,Shaun Murphy,ENG,7,5,4,1,116,62,54,80,53.44827586
tournament,978,2009,18,First Round,1R,1,Andrew Higginson,ENG,1,1,0,1,18,8,10,0,44.44444444
tournament,979,2009,19,Last 16,L16,2,Marco Fu,HKG,9,2,1,1,30,13,17,50,43.33333333
tournament,980,2009,20,First Round,1R,1,Joe Swail,NIR,12,1,0,1,14,4,10,0,28.57142857
tournament,981,2009,21,Last 16,L16,2,Ding Junhui,CHN,3,2,1,1,41,20,21,50,48.7804878
tournament,982,2009,22,First Round,1R,1,Liang Wenbo,CHN,2,1,0,1,18,8,10,0,44.44444444
tournament,983,2009,23,Quarter-Finals,QF,3,Stephen Hendry,SCO,24,3,2,1,64,34,30,66.66666667,53.125
tournament,984,2009,24,First Round,1R,1,Mark Williams,WAL,13,1,0,1,17,7,10,0,41.17647059
tournament,985,2009,25,Last 16,L16,2,Ali Carter,ENG,7,2,1,1,36,18,18,50,50
tournament,986,2009,26,First Round,1R,1,Gerard Greene,NIR,4,1,0,1,15,5,10,0,33.33333333
tournament,987,2009,27,Semi-Finals,SF,4,Neil Robertson,AUS,5,4,3,1,85,50,35,75,58.82352941
tournament,988,2009,28,First Round,1R,1,Steve Davis,ENG,29,1,0,1,12,2,10,0,16.66666667
tournament,989,2009,29,Last 16,L16,2,Mark King,ENG,11,2,1,1,35,16,19,50,45.71428571
tournament,990,2009,30,First Round,1R,1,Rory McLeod,ENG,1,1,0,1,16,6,10,0,37.5
tournament,991,2009,31,Quarter-Finals,QF,3,Stephen Maguire,SCO,6,3,2,1,55,31,24,66.66666667,56.36363636
tournament,992,2009,32,First Round,1R,1,Jamie Burnett,SCO,2,1,0,1,15,5,10,0,33.33333333
tournament,993,2010,1,Last 16,L16,2,John Higgins,SCO,16,2,1,1,40,21,19,50,52.5
tournament,994,2010,2,First Round,1R,1,Barry Hawkins,ENG,5,1,0,1,16,6,10,0,37.5
tournament,995,2010,3,First Round,1R,1,Mark King,ENG,12,1,0,1,19,9,10,0,47.36842105
tournament,996,2010,4,Quarter-Finals,QF,3,Steve Davis,ENG,30,3,2,1,61,28,33,66.66666667,45.90163934
tournament,997,2010,5,Winner,W,6,Neil Robertson,AUS,6,5,5,0,118,71,47,100,60.16949153
tournament,998,2010,6,First Round,1R,1,Fergal O'Brien,IRL,9,1,0,1,15,5,10,0,33.33333333
